Date,Week,Month,Trimester,Semester,Year
2020-09-02,36,9,3,1,2020
2020-09-03,36,9,3,1,2020
2020-09-04,36,9,3,1,2020
2020-09-05,36,9,3,1,2020
2020-09-06,36,9,3,1,2020
2020-09-07,37,9,3,1,2020
2020-09-08,37,9,3,1,2020
2020-09-09,37,9,3,1,2020
2020-09-10,37,9,3,1,2020
2020-09-11,37,9,3,1,2020
2020-09-12,37,9,3,1,2020
2020-09-13,37,9,3,1,2020
2020-09-14,38,9,3,1,2020
2020-09-15,38,9,3,1,2020
2020-09-16,38,9,3,1,2020
2020-09-17,38,9,3,1,2020
2020-09-18,38,9,3,1,2020
2020-09-19,38,9,3,1,2020
2020-09-20,38,9,3,1,2020
2020-09-21,39,9,3,1,2020
2020-09-22,39,9,3,1,2020
2020-09-23,39,9,3,1,2020
2020-09-24,39,9,3,1,2020
2020-09-25,39,9,3,1,2020
2020-09-26,39,9,3,1,2020
2020-09-27,39,9,3,1,2020
2020-09-28,40,9,3,1,2020
2020-09-29,40,9,3,1,2020
2020-09-30,40,9,3,1,2020
2020-10-01,40,10,4,1,2020
2020-10-02,40,10,4,1,2020
2020-10-03,40,10,4,1,2020
2020-10-04,40,10,4,1,2020
2020-10-05,41,10,4,1,2020
2020-10-06,41,10,4,1,2020
2020-10-07,41,10,4,1,2020
2020-10-08,41,10,4,1,2020
2020-10-09,41,10,4,1,2020
2020-10-10,41,10,4,1,2020
2020-10-11,41,10,4,1,2020
2020-10-12,42,10,4,1,2020
2020-10-13,42,10,4,1,2020
2020-10-14,42,10,4,1,2020
2020-10-15,42,10,4,1,2020
2020-10-16,42,10,4,1,2020
2020-10-17,42,10,4,1,2020
2020-10-18,42,10,4,1,2020
2020-10-19,43,10,4,1,2020
2020-10-20,43,10,4,1,2020
2020-10-21,43,10,4,1,2020
2020-10-22,43,10,4,1,2020
2020-10-23,43,10,4,1,2020
2020-10-24,43,10,4,1,2020
2020-10-25,43,10,4,1,2020
2020-10-26,44,10,4,1,2020
2020-10-27,44,10,4,1,2020
2020-10-28,44,10,4,1,2020
2020-10-29,44,10,4,1,2020
2020-10-30,44,10,4,1,2020
2020-10-31,44,10,4,1,2020
2020-11-01,44,11,4,1,2020
2020-11-02,45,11,4,1,2020
2020-11-03,45,11,4,1,2020
2020-11-04,45,11,4,1,2020
2020-11-05,45,11,4,1,2020
2020-11-06,45,11,4,1,2020
2020-11-07,45,11,4,1,2020
2020-11-08,45,11,4,1,2020
2020-11-09,46,11,4,1,2020
2020-11-10,46,11,4,1,2020
2020-11-11,46,11,4,1,2020
2020-11-12,46,11,4,1,2020
2020-11-13,46,11,4,1,2020
2020-11-14,46,11,4,1,2020
2020-11-15,46,11,4,1,2020
2020-11-16,47,11,4,1,2020
2020-11-17,47,11,4,1,2020
2020-11-18,47,11,4,1,2020
2020-11-19,47,11,4,1,2020
2020-11-20,47,11,4,1,2020
2020-11-21,47,11,4,1,2020
2020-11-22,47,11,4,1,2020
2020-11-23,48,11,4,1,2020
2020-11-24,48,11,4,1,2020
2020-11-25,48,11,4,1,2020
2020-11-26,48,11,4,1,2020
2020-11-27,48,11,4,1,2020
2020-11-28,48,11,4,1,2020
2020-11-29,48,11,4,1,2020
2020-11-30,49,11,4,1,2020
2020-12-01,49,12,4,1,2020
2020-12-02,49,12,4,1,2020
2020-12-03,49,12,4,1,2020
2020-12-04,49,12,4,1,2020
2020-12-05,49,12,4,1,2020
2020-12-06,49,12,4,1,2020
2020-12-07,50,12,4,1,2020
2020-12-08,50,12,4,1,2020
2020-12-09,50,12,4,1,2020
2020-12-10,50,12,4,1,2020
2020-12-11,50,12,4,1,2020
2020-12-12,50,12,4,1,2020
2020-12-13,50,12,4,1,2020
2020-12-14,51,12,4,1,2020
2020-12-15,51,12,4,1,2020
2020-12-16,51,12,4,1,2020
2020-12-17,51,12,4,1,2020
2020-12-18,51,12,4,1,2020
2020-12-19,51,12,4,1,2020
2020-12-20,51,12,4,1,2020
2020-12-21,52,12,4,1,2020
2020-12-22,52,12,4,1,2020
2020-12-23,52,12,4,1,2020
2020-12-24,52,12,4,1,2020
2020-12-25,52,12,4,1,2020
2020-12-26,52,12,4,1,2020
2020-12-27,52,12,4,1,2020
2020-12-28,53,12,4,1,2020
2020-12-29,53,12,4,1,2020
2020-12-30,53,12,4,1,2020
2020-12-31,53,12,4,1,2020
2021-01-01,53,1,1,2,2021
2021-01-02,53,1,1,2,2021
2021-01-03,53,1,1,2,2021
2021-01-04,1,1,1,2,2021
2021-01-05,1,1,1,2,2021
2021-01-06,1,1,1,2,2021
2021-01-07,1,1,1,2,2021
2021-01-08,1,1,1,2,2021
2021-01-09,1,1,1,2,2021
2021-01-10,1,1,1,2,2021
2021-01-11,2,1,1,2,2021
2021-01-12,2,1,1,2,2021
2021-01-13,2,1,1,2,2021
2021-01-14,2,1,1,2,2021
2021-01-15,2,1,1,2,2021
2021-01-16,2,1,1,2,2021
2021-01-17,2,1,1,2,2021
2021-01-18,3,1,1,2,2021
2021-01-19,3,1,1,2,2021
2021-01-20,3,1,1,2,2021
2021-01-21,3,1,1,2,2021
2021-01-22,3,1,1,2,2021
2021-01-23,3,1,1,2,2021
2021-01-24,3,1,1,2,2021
2021-01-25,4,1,1,2,2021
2021-01-26,4,1,1,2,2021
2021-01-27,4,1,1,2,2021
2021-01-28,4,1,1,2,2021
2021-01-29,4,1,1,2,2021
2021-01-30,4,1,1,2,2021
2021-01-31,4,1,1,2,2021
2021-02-01,5,2,1,2,2021
2021-02-02,5,2,1,2,2021
2021-02-03,5,2,1,2,2021
2021-02-04,5,2,1,2,2021
2021-02-05,5,2,1,2,2021
2021-02-06,5,2,1,2,2021
2021-02-07,5,2,1,2,2021
2021-02-08,6,2,1,2,2021
2021-02-09,6,2,1,2,2021
2021-02-10,6,2,1,2,2021
2021-02-11,6,2,1,2,2021
2021-02-12,6,2,1,2,2021
2021-02-13,6,2,1,2,2021
2021-02-14,6,2,1,2,2021
2021-02-15,7,2,1,2,2021
2021-02-16,7,2,1,2,2021
2021-02-17,7,2,1,2,2021
2021-02-18,7,2,1,2,2021
2021-02-19,7,2,1,2,2021
2021-02-20,7,2,1,2,2021
2021-02-21,7,2,1,2,2021
2021-02-22,8,2,1,2,2021
2021-02-23,8,2,1,2,2021
2021-02-24,8,2,1,2,2021
2021-02-25,8,2,1,2,2021
2021-02-26,8,2,1,2,2021
2021-02-27,8,2,1,2,2021
2021-02-28,8,2,1,2,2021
2021-03-01,9,3,1,2,2021
2021-03-02,9,3,1,2,2021
2021-03-03,9,3,1,2,2021
2021-03-04,9,3,1,2,2021
2021-03-05,9,3,1,2,2021
2021-03-06,9,3,1,2,2021
2021-03-07,9,3,1,2,2021
2021-03-08,10,3,1,2,2021
2021-03-09,10,3,1,2,2021
2021-03-10,10,3,1,2,2021
2021-03-11,10,3,1,2,2021
2021-03-12,10,3,1,2,2021
2021-03-13,10,3,1,2,2021
2021-03-14,10,3,1,2,2021
2021-03-15,11,3,1,2,2021
2021-03-16,11,3,1,2,2021
2021-03-17,11,3,1,2,2021
2021-03-18,11,3,1,2,2021
2021-03-19,11,3,1,2,2021
2021-03-20,11,3,1,2,2021
2021-03-21,11,3,1,2,2021
2021-03-22,12,3,1,2,2021
2021-03-23,12,3,1,2,2021
2021-03-24,12,3,1,2,2021
2021-03-25,12,3,1,2,2021
2021-03-26,12,3,1,2,2021
2021-03-27,12,3,1,2,2021
2021-03-28,12,3,1,2,2021
2021-03-29,13,3,1,2,2021
2021-03-30,13,3,1,2,2021
2021-03-31,13,3,1,2,2021
2021-04-01,13,4,2,2,2021
2021-04-02,13,4,2,2,2021
2021-04-03,13,4,2,2,2021
2021-04-04,13,4,2,2,2021
2021-04-05,14,4,2,2,2021
2021-04-06,14,4,2,2,2021
2021-04-07,14,4,2,2,2021
2021-04-08,14,4,2,2,2021
2021-04-09,14,4,2,2,2021
2021-04-10,14,4,2,2,2021
2021-04-11,14,4,2,2,2021
2021-04-12,15,4,2,2,2021
2021-04-13,15,4,2,2,2021
2021-04-14,15,4,2,2,2021
2021-04-15,15,4,2,2,2021
2021-04-16,15,4,2,2,2021
2021-04-17,15,4,2,2,2021
2021-04-18,15,4,2,2,2021
2021-04-19,16,4,2,2,2021
2021-04-20,16,4,2,2,2021
2021-04-21,16,4,2,2,2021
2021-04-22,16,4,2,2,2021
2021-04-23,16,4,2,2,2021
2021-04-24,16,4,2,2,2021
2021-04-25,16,4,2,2,2021
2021-04-26,17,4,2,2,2021
2021-04-27,17,4,2,2,2021
2021-04-28,17,4,2,2,2021
2021-04-29,17,4,2,2,2021
2021-04-30,17,4,2,2,2021
2021-05-01,17,5,2,2,2021
2021-05-02,17,5,2,2,2021
2021-05-03,18,5,2,2,2021
2021-05-04,18,5,2,2,2021
2021-05-05,18,5,2,2,2021
2021-05-06,18,5,2,2,2021
2021-05-07,18,5,2,2,2021
2021-05-08,18,5,2,2,2021
2021-05-09,18,5,2,2,2021
2021-05-10,19,5,2,2,2021
2021-05-11,19,5,2,2,2021
2021-05-12,19,5,2,2,2021
2021-05-13,19,5,2,2,2021
2021-05-14,19,5,2,2,2021
2021-05-15,19,5,2,2,2021
2021-05-16,19,5,2,2,2021
2021-05-17,20,5,2,2,2021
2021-05-18,20,5,2,2,2021
2021-05-19,20,5,2,2,2021
2021-05-20,20,5,2,2,2021
2021-05-21,20,5,2,2,2021
2021-05-22,20,5,2,2,2021
2021-05-23,20,5,2,2,2021
2021-05-24,21,5,2,2,2021
2021-05-25,21,5,2,2,2021
2021-05-26,21,5,2,2,2021
2021-05-27,21,5,2,2,2021
2021-05-28,21,5,2,2,2021
2021-05-29,21,5,2,2,2021
2021-05-30,21,5,2,2,2021
2021-05-31,22,5,2,2,2021
2021-06-01,22,6,2,2,2021
2021-06-02,22,6,2,2,2021
2021-06-03,22,6,2,2,2021
2021-06-04,22,6,2,2,2021
2021-06-05,22,6,2,2,2021
2021-06-06,22,6,2,2,2021
2021-06-07,23,6,2,2,2021
2021-06-08,23,6,2,2,2021
2021-06-09,23,6,2,2,2021
2021-06-10,23,6,2,2,2021
2021-06-11,23,6,2,2,2021
2021-06-12,23,6,2,2,2021
2021-06-13,23,6,2,2,2021
2021-06-14,24,6,2,2,2021
2021-06-15,24,6,2,2,2021
2021-06-16,24,6,2,2,2021
2021-06-17,24,6,2,2,2021
2021-06-18,24,6,2,2,2021
2021-06-19,24,6,2,2,2021
2021-06-20,24,6,2,2,2021
2021-06-21,25,6,2,2,2021
2021-06-22,25,6,2,2,2021
2021-06-23,25,6,2,2,2021
2021-06-24,25,6,2,2,2021
2021-06-25,25,6,2,2,2021
2021-06-26,25,6,2,2,2021
2021-06-27,25,6,2,2,2021
2021-06-28,26,6,2,2,2021
2021-06-29,26,6,2,2,2021
2021-06-30,26,6,2,2,2021
2021-07-01,26,7,3,1,2021
2021-07-02,26,7,3,1,2021
2021-07-03,26,7,3,1,2021
2021-07-04,26,7,3,1,2021
2021-07-05,27,7,3,1,2021
2021-07-06,27,7,3,1,2021
2021-07-07,27,7,3,1,2021
2021-07-08,27,7,3,1,2021
2021-07-09,27,7,3,1,2021
2021-07-10,27,7,3,1,2021
2021-07-11,27,7,3,1,2021
2021-07-12,28,7,3,1,2021
2021-07-13,28,7,3,1,2021
2021-07-14,28,7,3,1,2021
2021-07-15,28,7,3,1,2021
2021-07-16,28,7,3,1,2021
2021-07-17,28,7,3,1,2021
2021-07-18,28,7,3,1,2021
2021-07-19,29,7,3,1,2021
2021-07-20,29,7,3,1,2021
2021-07-21,29,7,3,1,2021
2021-07-22,29,7,3,1,2021
2021-07-23,29,7,3,1,2021
2021-07-24,29,7,3,1,2021
2021-07-25,29,7,3,1,2021
2021-07-26,30,7,3,1,2021
2021-07-27,30,7,3,1,2021
2021-07-28,30,7,3,1,2021
2021-07-29,30,7,3,1,2021
2021-07-30,30,7,3,1,2021
2021-07-31,30,7,3,1,2021
2021-08-01,30,8,3,1,2021
2021-08-02,31,8,3,1,2021
2021-08-03,31,8,3,1,2021
2021-08-04,31,8,3,1,2021
2021-08-05,31,8,3,1,2021
2021-08-06,31,8,3,1,2021
2021-08-07,31,8,3,1,2021
2021-08-08,31,8,3,1,2021
2021-08-09,32,8,3,1,2021
2021-08-10,32,8,3,1,2021
2021-08-11,32,8,3,1,2021
2021-08-12,32,8,3,1,2021
2021-08-13,32,8,3,1,2021
2021-08-14,32,8,3,1,2021
2021-08-15,32,8,3,1,2021
2021-08-16,33,8,3,1,2021
2021-08-17,33,8,3,1,2021
2021-08-18,33,8,3,1,2021
2021-08-19,33,8,3,1,2021
2021-08-20,33,8,3,1,2021
2021-08-21,33,8,3,1,2021
2021-08-22,33,8,3,1,2021
2021-08-23,34,8,3,1,2021
2021-08-24,34,8,3,1,2021
2021-08-25,34,8,3,1,2021
2021-08-26,34,8,3,1,2021
2021-08-27,34,8,3,1,2021
2021-08-28,34,8,3,1,2021
2021-08-29,34,8,3,1,2021
2021-08-30,35,8,3,1,2021
2021-08-31,35,8,3,1,2021
2021-09-01,35,9,3,1,2021
2021-09-02,35,9,3,1,2021
2021-09-03,35,9,3,1,2021
2021-09-04,35,9,3,1,2021
2021-09-05,35,9,3,1,2021
2021-09-06,36,9,3,1,2021
2021-09-07,36,9,3,1,2021
2021-09-08,36,9,3,1,2021
2021-09-09,36,9,3,1,2021
2021-09-10,36,9,3,1,2021
2021-09-11,36,9,3,1,2021
2021-09-12,36,9,3,1,2021
2021-09-13,37,9,3,1,2021
2021-09-14,37,9,3,1,2021
2021-09-15,37,9,3,1,2021
2021-09-16,37,9,3,1,2021
2021-09-17,37,9,3,1,2021
2021-09-18,37,9,3,1,2021
2021-09-19,37,9,3,1,2021
2021-09-20,38,9,3,1,2021
2021-09-21,38,9,3,1,2021
2021-09-22,38,9,3,1,2021
2021-09-23,38,9,3,1,2021
2021-09-24,38,9,3,1,2021
2021-09-25,38,9,3,1,2021
2021-09-26,38,9,3,1,2021
2021-09-27,39,9,3,1,2021
2021-09-28,39,9,3,1,2021
2021-09-29,39,9,3,1,2021
2021-09-30,39,9,3,1,2021
2021-10-01,39,10,4,1,2021
2021-10-02,39,10,4,1,2021
2021-10-03,39,10,4,1,2021
2021-10-04,40,10,4,1,2021
2021-10-05,40,10,4,1,2021
2021-10-06,40,10,4,1,2021
2021-10-07,40,10,4,1,2021
2021-10-08,40,10,4,1,2021
2021-10-09,40,10,4,1,2021
2021-10-10,40,10,4,1,2021
2021-10-11,41,10,4,1,2021
2021-10-12,41,10,4,1,2021
2021-10-13,41,10,4,1,2021
2021-10-14,41,10,4,1,2021
2021-10-15,41,10,4,1,2021
2021-10-16,41,10,4,1,2021
2021-10-17,41,10,4,1,2021
2021-10-18,42,10,4,1,2021
2021-10-19,42,10,4,1,2021
2021-10-20,42,10,4,1,2021
2021-10-21,42,10,4,1,2021
2021-10-22,42,10,4,1,2021
2021-10-23,42,10,4,1,2021
2021-10-24,42,10,4,1,2021
2021-10-25,43,10,4,1,2021
2021-10-26,43,10,4,1,2021
2021-10-27,43,10,4,1,2021
2021-10-28,43,10,4,1,2021
2021-10-29,43,10,4,1,2021
2021-10-30,43,10,4,1,2021
2021-10-31,43,10,4,1,2021
2021-11-01,44,11,4,1,2021
2021-11-02,44,11,4,1,2021
2021-11-03,44,11,4,1,2021
2021-11-04,44,11,4,1,2021
2021-11-05,44,11,4,1,2021
2021-11-06,44,11,4,1,2021
2021-11-07,44,11,4,1,2021
2021-11-08,45,11,4,1,2021
2021-11-09,45,11,4,1,2021
2021-11-10,45,11,4,1,2021
2021-11-11,45,11,4,1,2021
2021-11-12,45,11,4,1,2021
2021-11-13,45,11,4,1,2021
2021-11-14,45,11,4,1,2021
2021-11-15,46,11,4,1,2021
2021-11-16,46,11,4,1,2021
2021-11-17,46,11,4,1,2021
2021-11-18,46,11,4,1,2021
2021-11-19,46,11,4,1,2021
2021-11-20,46,11,4,1,2021
2021-11-21,46,11,4,1,2021
2021-11-22,47,11,4,1,2021
2021-11-23,47,11,4,1,2021
2021-11-24,47,11,4,1,2021
2021-11-25,47,11,4,1,2021
2021-11-26,47,11,4,1,2021
2021-11-27,47,11,4,1,2021
2021-11-28,47,11,4,1,2021
2021-11-29,48,11,4,1,2021
2021-11-30,48,11,4,1,2021
2021-12-01,48,12,4,1,2021
2021-12-02,48,12,4,1,2021
2021-12-03,48,12,4,1,2021
2021-12-04,48,12,4,1,2021
2021-12-05,48,12,4,1,2021
2021-12-06,49,12,4,1,2021
2021-12-07,49,12,4,1,2021
2021-12-08,49,12,4,1,2021
2021-12-09,49,12,4,1,2021
2021-12-10,49,12,4,1,2021
2021-12-11,49,12,4,1,2021
2021-12-12,49,12,4,1,2021
2021-12-13,50,12,4,1,2021
2021-12-14,50,12,4,1,2021
2021-12-15,50,12,4,1,2021
2021-12-16,50,12,4,1,2021
2021-12-17,50,12,4,1,2021
2021-12-18,50,12,4,1,2021
2021-12-19,50,12,4,1,2021
2021-12-20,51,12,4,1,2021
2021-12-21,51,12,4,1,2021
2021-12-22,51,12,4,1,2021
2021-12-23,51,12,4,1,2021
2021-12-24,51,12,4,1,2021
2021-12-25,51,12,4,1,2021
2021-12-26,51,12,4,1,2021
2021-12-27,52,12,4,1,2021
2021-12-28,52,12,4,1,2021
2021-12-29,52,12,4,1,2021
2021-12-30,52,12,4,1,2021
2021-12-31,52,12,4,1,2021
2022-01-01,52,1,1,2,2022
2022-01-02,52,1,1,2,2022
2022-01-03,1,1,1,2,2022
2022-01-04,1,1,1,2,2022
2022-01-05,1,1,1,2,2022
2022-01-06,1,1,1,2,2022
2022-01-07,1,1,1,2,2022
2022-01-08,1,1,1,2,2022
2022-01-09,1,1,1,2,2022
2022-01-10,2,1,1,2,2022
2022-01-11,2,1,1,2,2022
2022-01-12,2,1,1,2,2022
2022-01-13,2,1,1,2,2022
2022-01-14,2,1,1,2,2022
2022-01-15,2,1,1,2,2022
2022-01-16,2,1,1,2,2022
2022-01-17,3,1,1,2,2022
2022-01-18,3,1,1,2,2022
2022-01-19,3,1,1,2,2022
2022-01-20,3,1,1,2,2022
2022-01-21,3,1,1,2,2022
2022-01-22,3,1,1,2,2022
2022-01-23,3,1,1,2,2022
2022-01-24,4,1,1,2,2022
2022-01-25,4,1,1,2,2022
2022-01-26,4,1,1,2,2022
2022-01-27,4,1,1,2,2022
2022-01-28,4,1,1,2,2022
2022-01-29,4,1,1,2,2022
2022-01-30,4,1,1,2,2022
2022-01-31,5,1,1,2,2022
2022-02-01,5,2,1,2,2022
2022-02-02,5,2,1,2,2022
2022-02-03,5,2,1,2,2022
2022-02-04,5,2,1,2,2022
2022-02-05,5,2,1,2,2022
2022-02-06,5,2,1,2,2022
2022-02-07,6,2,1,2,2022
2022-02-08,6,2,1,2,2022
2022-02-09,6,2,1,2,2022
2022-02-10,6,2,1,2,2022
2022-02-11,6,2,1,2,2022
2022-02-12,6,2,1,2,2022
2022-02-13,6,2,1,2,2022
2022-02-14,7,2,1,2,2022
2022-02-15,7,2,1,2,2022
2022-02-16,7,2,1,2,2022
2022-02-17,7,2,1,2,2022
2022-02-18,7,2,1,2,2022
2022-02-19,7,2,1,2,2022
2022-02-20,7,2,1,2,2022
2022-02-21,8,2,1,2,2022
2022-02-22,8,2,1,2,2022
2022-02-23,8,2,1,2,2022
2022-02-24,8,2,1,2,2022
2022-02-25,8,2,1,2,2022
2022-02-26,8,2,1,2,2022
2022-02-27,8,2,1,2,2022
2022-02-28,9,2,1,2,2022
2022-03-01,9,3,1,2,2022
2022-03-02,9,3,1,2,2022
2022-03-03,9,3,1,2,2022
2022-03-04,9,3,1,2,2022
2022-03-05,9,3,1,2,2022
2022-03-06,9,3,1,2,2022
2022-03-07,10,3,1,2,2022
2022-03-08,10,3,1,2,2022
2022-03-09,10,3,1,2,2022
2022-03-10,10,3,1,2,2022
2022-03-11,10,3,1,2,2022
2022-03-12,10,3,1,2,2022
2022-03-13,10,3,1,2,2022
2022-03-14,11,3,1,2,2022
2022-03-15,11,3,1,2,2022
2022-03-16,11,3,1,2,2022
2022-03-17,11,3,1,2,2022
2022-03-18,11,3,1,2,2022
2022-03-19,11,3,1,2,2022
2022-03-20,11,3,1,2,2022
2022-03-21,12,3,1,2,2022
2022-03-22,12,3,1,2,2022
2022-03-23,12,3,1,2,2022
2022-03-24,12,3,1,2,2022
2022-03-25,12,3,1,2,2022
2022-03-26,12,3,1,2,2022
2022-03-27,12,3,1,2,2022
2022-03-28,13,3,1,2,2022
2022-03-29,13,3,1,2,2022
2022-03-30,13,3,1,2,2022
2022-03-31,13,3,1,2,2022
2022-04-01,13,4,2,2,2022
2022-04-02,13,4,2,2,2022
2022-04-03,13,4,2,2,2022
2022-04-04,14,4,2,2,2022
2022-04-05,14,4,2,2,2022
2022-04-06,14,4,2,2,2022
2022-04-07,14,4,2,2,2022
2022-04-08,14,4,2,2,2022
2022-04-09,14,4,2,2,2022
2022-04-10,14,4,2,2,2022
2022-04-11,15,4,2,2,2022
2022-04-12,15,4,2,2,2022
2022-04-13,15,4,2,2,2022
2022-04-14,15,4,2,2,2022
2022-04-15,15,4,2,2,2022
2022-04-16,15,4,2,2,2022
2022-04-17,15,4,2,2,2022
2022-04-18,16,4,2,2,2022
2022-04-19,16,4,2,2,2022
2022-04-20,16,4,2,2,2022
2022-04-21,16,4,2,2,2022
2022-04-22,16,4,2,2,2022
2022-04-23,16,4,2,2,2022
2022-04-24,16,4,2,2,2022
2022-04-25,17,4,2,2,2022
2022-04-26,17,4,2,2,2022
2022-04-27,17,4,2,2,2022
2022-04-28,17,4,2,2,2022
2022-04-29,17,4,2,2,2022
2022-04-30,17,4,2,2,2022
2022-05-01,17,5,2,2,2022
2022-05-02,18,5,2,2,2022
2022-05-03,18,5,2,2,2022
